id,range_sufficient_daily,range_long_trips_not_concern,range_meets_expectations,range_adequate_for_lifestyle,range_acceptable_compromise,range_confident_trip_planning,range_no_need_extender,range_winter_performance_acceptable,range_battery_life_confident,range_comparable_ice,charging_easy_home_install,charging_public_stations_convenient,charging_fast_charging_available,charging_time_fast_enough,charging_cost_affordable,charging_public_stations_reliable,charging_apartment_access_easy,charging_workplace_available,charging_standardized_helpful,charging_app_easy_to_use,cost_ev_price_acceptable,cost_long_term_savings_expected,cost_maintenance_low_important,cost_resale_value_confident,cost_overall_value_good,cost_comparable_ice,cost_fuel_savings_significant,cost_worth_the_investment,cost_financing_options_good,cost_insurance_affordable,incentives_aware_and_helpful,incentives_sufficient_to_buy,incentives_application_easy,incentives_clear_and_understandable,incentives_federal_important,incentives_state_important,incentives_local_important,incentives_access_easy,incentives_timely_payout,incentives_adequate_overall,performance_acceleration_impressive,performance_handling_good,performance_quiet_ride_enjoyable,performance_regen_braking_liked,performance_smooth_ride,performance_torque_satisfying,performance_overall_exciting,performance_reliable,performance_all_weather_good,performance_better_than_ice,features_tech_advanced_appealing,features_infotainment_easy_to_use,features_adas_useful,features_over_the_air_updates_valuable,features_interior_design_liked,features_exterior_styling_appealing,features_spacious_interior,features_cargo_space_adequate,features_customization_options_good,features_sustainable_materials_appreciated,practicality_easy_to_incorporate,practicality_charging_routine_easy,practicality_trip_planning_straightforward,practicality_home_charging_convenient,practicality_public_charging_accessible,practicality_maintenance_simple,practicality_reliable_daily_use,practicality_suitable_climate,practicality_fits_parking_needs,practicality_passenger_space_adequate,lifestyle_fits_eco_friendly_values,lifestyle_aligns_tech_savvy,lifestyle_improves_daily_commute,lifestyle_positive_social_image,lifestyle_family_friendly,lifestyle_pet_friendly,lifestyle_matches_personal_style,lifestyle_enhances_weekend_activities,lifestyle_easy_to_share,lifestyle_overall_positive_impact,psych_enviro_conscious,psych_tech_adopter,psych_value_innovation,psych_status_symbol,psych_future_oriented,psych_eco_responsibility,psych_enjoy_new_experiences,psych_value_performance,psych_comfort_safety,psych_influenced_by_trends,psych_care_about_aesthetics,psych_brand_loyal,psych_price_sensitive,psych_practicality_important,psych_socially_responsible,psych_confident_new_tech,psych_enjoy_driving,psych_seek_convenience,age,salary
aEaPkFof8v,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,4.0,3.0,5.0,5.0,,4.0,,1.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,22.0,30000.0
MTQyDFRSEb,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,5.0,2.0,5.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,2.0,4.0,,,61.0,57443.0
uJ5SgK8Xzl,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,1.0,5.0,5.0,2.0,27.0,30000.0
3Y7xXI9AO3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,3.0,3.0,5.0,3.0,,3.0,1.0,3.0,,4.0,5.0,3.0,1.0,4.0,1.0,3.0,3.0,29.0,
K5fJgqPwL8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,1.0,0.0,0.0,0.0,,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,5.0,2.0,2.0,1.0,20.0,46965.0
TANMPIN2ey,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,1.0,1.0,3.0,5.0,4.0,5.0,5.0,1.0,3.0,2.0,5.0,20.0,50276.0
y27OHwJ7LG,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,2.0,44.0,
oHtLQWJ45h,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,5.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,1.0,1.0,4.0,4.0,3.0,,30000.0
AkudIP2PMF,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,3.0,5.0,5.0,47.0,57049.0
Wov5NKblA4,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,1.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,1.0,2.0,1.0,,1.0,5.0,18.0,77955.0
Rz38MkppfB,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,2.0,1.0,2.0,1.0,21.0,48948.0
Vz5M4SxR3l,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,4.0,3.0,3.0,5.0,,3.0,5.0,,1.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,2.0,37.0,77663.0
98JVpYMOC6,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,4.0,,,,5.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,1.0,2.0,5.0,2.0,2.0,19.0,46618.0
XKHoqsjwpz,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,3.0,2.0,3.0,3.0,5.0,5.0,5.0,,2.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,30.0,64085.0
rp4mr7jniF,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,2.0,2.0,4.0,1.0,2.0,5.0,2.0,4.0,4.0,1.0,46.0,69658.0
DuwsbLSPnA,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,4.0,1.0,4.0,5.0,4.0,5.0,2.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,38.0,55586.0
jZkH3rspV5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,4.0,4.0,3.0,4.0,3.0,5.0,2.0,3.0,3.0,,1.0,3.0,3.0,3.0,2.0,5.0,,3.0,28.0,43275.0
0GmqDIk3Lg,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,2.0,3.0,2.0,1.0,5.0,3.0,2.0,3.0,,3.0,3.0,5.0,4.0,3.0,3.0,21.0,
uA2Y16i0Sd,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.0,1.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,1.0,5.0,3.0,5.0,5.0,3.0,1.0,3.0,5.0,42.0,47058.0
tc7C8Vx0Gg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,3.0,3.0,60.0,58697.0
zf0Sklv8lS,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,5.0,4.0,5.0,4.0,2.0,2.0,1.0,2.0,1.0,5.0,5.0,3.0,4.0,5.0,3.0,50.0,76489.0
Fw9M7Up9nV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,2.0,2.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,3.0,5.0,4.0,2.0,3.0,45.0,64369.0
ACLj0XTUCP,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,5.0,1.0,1.0,3.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,2.0,4.0,4.0,3.0,4.0,5.0,22.0,70856.0
k86EtZ64xN,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,5.0,1.0,1.0,3.0,5.0,1.0,3.0,4.0,3.0,42.0,30000.0
vuVn0EAysG,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,2.0,5.0,4.0,4.0,1.0,4.0,5.0,4.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,,34.0,30000.0
r0ueoVZKE0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,5.0,,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,3.0,5.0,38.0,30000.0
iK8qU5Xo8g,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,4.0,,3.0,4.0,4.0,3.0,5.0,1.0,3.0,4.0,2.0,5.0,28.0,42887.0
4K6Y5BHFBO,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,,4.0,4.0,5.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,4.0,4.0,5.0,5.0,47.0,68437.0
cROfFWvjCN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,3.0,5.0,5.0,1.0,5.0,3.0,3.0,1.0,1.0,5.0,1.0,3.0,3.0,5.0,4.0,27.0,72154.0
bSLXWNEugn,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,4.0,4.0,2.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,61.0,92628.0
VBBHdSiK1g,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,1.0,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,5.0,5.0,2.0,2.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,,3.0,5.0,2.0,2.0,44.0,65412.0
bj4ozL3e3S,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,,3.0,1.0,5.0,2.0,28.0,49417.0
